:START_ID(Account number),:END_ID(Withdrawal id),:TYPE,date
6122416360,209adee1-fc1d-4119-a19b-6db7ef298b25,MADE,2022-04-27 22:30:31
3823463577,6d694014-8fd3-452a-9ddf-dfd5d6455bb1,MADE,2022-07-07 16:25:36
3823463577,97d3a55d-efa9-4849-814b-3c5cf61cf9d0,MADE,2023-05-05 06:20:56
3823463577,458b7e9d-da0a-435d-9939-7b6d40ffec03,MADE,2022-03-12 11:25:39
81068154,137bd37b-785b-414f-8b53-82fff89e0190,MADE,2020-11-12 13:42:13
5068097067,24253c7f-869e-47e1-9357-bf653713c9e6,MADE,2023-05-05 22:28:32
5068097067,c5790de9-e1a5-484a-96f8-f3e906b20f7c,MADE,2023-05-26 15:58:21
1663728165,24aa2c96-f82f-40b1-9ec3-5fb21304dc4a,MADE,2023-05-26 04:47:07
1663728165,1bce580f-e54b-4428-937e-c2cdea377d2e,MADE,2023-05-28 14:23:38
1663728165,15ddf7dd-9d33-4b6e-b84b-a92e1a1e5cf6,MADE,2023-05-22 14:11:45
4676253957,787e1c49-d272-4cc4-9d67-4203520eb365,MADE,2023-04-20 03:43:02
4676253957,dc1c5bcd-d15b-4359-9c11-6f2d166de251,MADE,2023-04-02 14:35:51
4676253957,9a824aaf-5a58-43f6-ba44-aed7b97e525c,MADE,2023-03-24 20:16:29
4676253957,7970f985-3431-4f72-b2f3-59498bcd79a0,MADE,2023-01-14 09:08:01
4676253957,376c0301-797a-41ea-92fb-8fda9350967e,MADE,2022-11-21 00:14:55
1493615170,8a1aa797-8d48-4d37-8325-47333ddbe5ea,MADE,2022-05-22 03:58:46
1493615170,5442f965-a28a-4d73-b86b-5b825a0702eb,MADE,2022-03-30 23:02:24
1493615170,e1fea78f-6ad3-4dbb-a66d-58270828b76a,MADE,2022-02-10 14:09:28
1493615170,88174f29-9e9b-4a25-96fb-cf20f49a5768,MADE,2021-11-14 03:12:52
1493615170,829bf1d0-f21e-4a40-a4b0-5e457586b020,MADE,2022-08-25 19:37:34
7303791928,8590af42-7599-4db3-b8db-db0124eead15,MADE,2022-06-12 05:03:45
2682133238,fbaf1307-099d-4551-8ec3-1a7652827c18,MADE,2022-12-08 15:01:41
9731448612,14e92ce8-29b8-4e70-93bf-f01b5a1193b9,MADE,2023-04-27 17:40:37
9731448612,efd4ea9e-6261-44c9-8934-6d3047c35032,MADE,2023-05-25 05:23:51
9731448612,7d2f4e9c-b51f-4997-be9f-48cad8fe6433,MADE,2023-04-30 15:19:01
5828319835,8f96b76e-c1bf-41fa-bc50-9f8e8562d11e,MADE,2021-12-19 12:20:11
5828319835,ca280a0c-cd19-4140-8e5a-b8b84b85fee0,MADE,2022-03-01 13:31:53
9311407676,18467ad5-277b-4df4-b971-25c3b33dfba6,MADE,2021-11-10 08:11:19
9311407676,c1c31c3b-aca6-4bb3-b8dd-ddfe252e87dd,MADE,2022-05-18 14:07:10
9311407676,0397d552-0781-4e52-a038-115c4b8a162d,MADE,2022-04-04 16:04:19
5132369115,9466d37f-45eb-49b8-97af-31b99cd43e62,MADE,2023-01-31 15:05:00
5132369115,4d36ae5b-394b-430e-9d89-f98b86f3d774,MADE,2022-10-07 16:06:17
8900195229,f8404290-3f8d-4682-adb9-f4aafa467a34,MADE,2022-12-25 18:21:55
8900195229,1eacb005-6101-4a68-b714-752ed87d3bcc,MADE,2022-09-29 08:28:13
8900195229,f608b074-625a-43b4-aa7b-345ab16a4a37,MADE,2023-02-11 12:59:36
8900195229,60f4751f-4e34-47a5-ba33-8e841ffc57bb,MADE,2022-07-14 08:20:35
8900195229,df996895-d919-4f3b-ad39-c4cde7f34e37,MADE,2022-06-25 00:37:01
7653933883,79acc0d1-ce95-42e7-ab0a-6d7a94c3b0be,MADE,2022-11-30 06:27:43
7653933883,74a82446-7c65-4043-bbf2-a459cd4a4eef,MADE,2022-12-20 04:44:46
7653933883,60bb2c05-0a00-401f-889b-83d1bd54f7ce,MADE,2023-02-16 14:45:15
3094235890,fb8c27d0-8620-411f-944c-5d48cd0db812,MADE,2017-02-24 15:54:07
3094235890,4edcf6ee-3493-4dd5-95bd-35353fbe3cb1,MADE,2020-04-16 16:15:36
3094235890,1ac5c9f5-844c-4560-8b42-f65c45b3f881,MADE,2017-11-26 10:29:40
2227599423,e5c8f9dc-6e95-41db-aff2-d2a72b02646b,MADE,2023-05-16 18:07:53
2227599423,38d3ef29-0b07-4ce6-86c9-c5c0740f9a0e,MADE,2023-10-19 16:03:02
8655618142,9ad06fd5-3c03-48f9-828c-331bc11db90d,MADE,2023-05-10 03:20:43
6688171588,79743d15-2668-4e0c-b3ea-09f7013d7145,MADE,2023-01-09 16:07:21
4330681025,486278c9-3834-4fbd-ad18-c8002c5f3412,MADE,2023-03-29 05:15:13
4330681025,91f1d511-85b9-4a2d-b6fc-3b6b1f278f83,MADE,2023-05-20 05:03:04
2066077939,94777108-5c4f-4250-8bae-c19da6818383,MADE,2023-03-22 11:59:29
2066077939,479eeca8-65ca-465a-8df8-0d4747569b25,MADE,2023-03-30 22:20:24
1110256393,46ad2903-b315-4753-9fa7-480863f334a6,MADE,2022-10-31 07:26:04
2794954659,859ee5f9-2070-45b1-9368-073c0291d0f3,MADE,2023-10-16 07:14:41
2794954659,6ed4e6d6-428f-4310-bc1b-4e881657e188,MADE,2023-10-27 17:29:16
2794954659,f4b0c665-6449-4f48-b7f8-fc06488ba6a6,MADE,2023-08-14 17:49:27
2794954659,33409bbf-303d-41e1-a894-d6a7f36481e7,MADE,2023-09-25 04:54:55
2794954659,4f08697e-c746-49a8-a8f0-cdf5e9752a8b,MADE,2023-05-10 01:05:02
3031509863,7f6849eb-eee5-48fc-8481-83fe06f96ee4,MADE,2022-11-07 13:08:48
3031509863,6251232a-7396-4c02-b657-657dd1238990,MADE,2022-06-18 22:54:53
3031509863,85f10522-7be2-4724-886d-4c61057b7360,MADE,2021-12-29 07:09:16
3031509863,acfa47d2-c44f-4847-a985-c2ef58337990,MADE,2014-04-17 00:53:07
3031509863,9410ba85-df24-49aa-b086-8f94fac857f5,MADE,2018-01-02 05:41:37
9542254302,904f6c57-54bd-45bd-af07-b66ae97916c2,MADE,2017-06-28 09:05:34
9542254302,f6d10d43-0728-42e1-af68-9230eb3ac361,MADE,2016-04-27 20:20:58
9542254302,6a786acc-1672-4b30-a3ba-d04cbeb16798,MADE,2023-03-16 14:58:16
9542254302,ec205de9-13fd-4e0c-a3f7-ea67131a447e,MADE,2021-08-20 22:09:42
708443845,29046ecb-ff03-42a3-bd00-312eddacd097,MADE,2020-10-27 19:11:13
708443845,1e9c8074-20d8-4db3-a0b9-5af33635e10f,MADE,2021-08-21 17:28:18
708443845,090cd7a4-f127-4807-897f-0ec97e7ae03f,MADE,2021-10-03 16:20:45
708443845,562be5a9-5844-4a6a-b1f2-4a15d4376e5f,MADE,2021-05-16 00:36:38
9889680543,c03306f5-6e61-4e84-8436-e409bcda04e2,MADE,2022-06-30 16:06:33
9889680543,b1b4ac12-1a4a-4f77-ac60-edfb8c451d3a,MADE,2023-05-02 19:30:22
9889680543,f811b1d5-805d-4157-8cd5-9b69cfd9ad01,MADE,2022-11-24 22:25:53
9889680543,646c84b6-7199-4f61-b756-e68558554715,MADE,2022-11-27 08:49:30
6225691547,fd25f428-da20-4b07-88d9-396020405de4,MADE,2023-02-23 14:47:51
6225691547,b498a864-67e5-472f-be24-cf11e40c7516,MADE,2023-05-17 22:14:48
6225691547,142c167d-5fef-41f0-aeef-ff84b15839be,MADE,2022-10-14 08:38:08
241448308,bd80518e-3930-42a7-8fe6-c3c89e9ae424,MADE,2023-05-29 05:56:12
2006510924,515804aa-71e7-4cdf-b2df-8b5c8e5c6117,MADE,2023-05-27 05:32:32
2006510924,3f8ce91d-f5fb-46f6-93cc-740dfa7f4c93,MADE,2023-05-27 00:29:25
2006510924,228b6f12-187b-4a71-9d3d-3c025ce3ab59,MADE,2023-05-27 11:12:31
2830818868,d61e5fad-4f94-42a1-b486-48ca429ef6d9,MADE,2021-12-24 02:13:01
8649751708,45c3320a-1479-470b-867f-f50387c5a62e,MADE,2022-08-11 13:58:11
8649751708,350b81d0-8c75-4be2-83a9-01c772b42f7b,MADE,2022-10-15 10:16:46
8649751708,3fb52140-6df9-4c56-a0e6-da1190ec3c59,MADE,2022-05-01 01:24:47
8649751708,40c261d4-d2fd-4c58-b9aa-333255c4e007,MADE,2022-02-09 08:23:13
8750381379,ef8ccd79-bedc-4bea-af24-2b80c89f5454,MADE,2023-04-30 16:01:17
8750381379,98a42897-0aa2-4c85-9d4f-1e89135949dd,MADE,2023-02-21 10:11:45
8750381379,c1e7dac6-9647-44fd-983b-d4b11613fa02,MADE,2023-01-05 09:49:18
8750381379,2621a48b-2f2e-492e-adf6-c8d655d5b69e,MADE,2023-03-31 11:24:23
8750381379,17f05849-03ca-44fc-9b2a-de7c9c32c7ae,MADE,2023-04-06 04:28:28
7826404451,7aeeca6a-4921-4b5c-a1a1-1fe8f3e0f2a5,MADE,2021-05-20 18:27:52
7826404451,2e701338-5d59-4b52-ad8e-e525453f661a,MADE,2021-11-09 00:44:39
7826404451,8400838f-6870-428d-8ba7-5fb732134d4a,MADE,2021-02-23 23:10:50
7826404451,ad8dad79-28a9-4427-8e45-d59efa250681,MADE,2022-09-05 07:02:09
7027973154,ae1a08d6-d6e1-457e-903d-053fc6e41ea6,MADE,2022-06-19 05:52:52
7027973154,3a16b8e3-c226-43bd-be39-d71451263d15,MADE,2022-08-11 03:45:00
7027973154,6f326296-b028-429b-9f5f-38097957fc72,MADE,2021-11-05 11:18:49
7027973154,f0dd1419-2482-4e91-8c4a-c040a2c14141,MADE,2021-10-08 10:53:39
5123213162,2fded611-a5db-4ae6-9155-ea93baef3e95,MADE,2022-10-24 19:45:00
5123213162,01f8b61c-efb1-43b9-bfa5-5e50555ccf89,MADE,2022-04-22 02:27:18
5123213162,28b5a515-8ab3-47ea-8597-eee2e9f15b3a,MADE,2023-06-24 15:55:54
5123213162,f2fbf6e6-3b65-4315-bcd3-849452e98802,MADE,2022-01-24 02:02:20
6426765130,a8471c5b-6da4-4dc7-b780-1109b6318537,MADE,2019-12-22 11:54:29
6426765130,3ea69314-8471-448b-b07b-c7f27e6554a7,MADE,2020-10-14 09:51:05
6426765130,258e719c-233b-47c1-a18a-8398e7519515,MADE,2020-03-20 11:48:09
3575473036,cd7f7129-ad39-456a-bad1-50debba16caf,MADE,2017-11-28 13:11:05
3575473036,6e0a34ea-a7dc-42e2-a278-db257a55ee60,MADE,2021-01-09 07:58:59
3575473036,9413a6a7-64e9-4562-a1b4-e314b209ba1a,MADE,2017-12-11 06:07:28
3575473036,91b5ad83-6769-4396-b6c2-93541166beb6,MADE,2019-07-27 16:30:20
1109543134,35df37ca-9cd7-48e4-85eb-0740c53cc87d,MADE,2021-12-10 17:26:33
1109543134,cbca240e-f8f1-4b58-880c-dd15e76f4fec,MADE,2021-06-06 15:51:22
1109543134,01449fbb-ef5b-4acf-856f-0ac1bbc3db45,MADE,2022-11-18 16:32:45
5729697248,a6810d7b-f8d5-4acc-b728-d8d35c88f7ff,MADE,2021-04-24 14:54:30
5729697248,49960bdd-fcb2-42a3-b011-b221fc90b98b,MADE,2017-08-14 23:12:01
5729697248,a1c6344a-9997-4d09-8746-75e5930eee72,MADE,2022-12-18 10:29:45
5729697248,fae9d8f6-bd9e-4b89-be21-dc174bae0551,MADE,2018-11-26 15:21:52
5729697248,c801be18-3188-4d13-9667-b6e72f6bffe9,MADE,2018-07-29 23:25:06
4812473968,3b6b60b0-fd76-49cd-9a29-ddec5f93c87a,MADE,2019-10-21 00:22:16
4812473968,cadd3fa5-968a-44e8-acad-6b271a6a2d6d,MADE,2020-05-04 01:15:17
4812473968,10da681d-8af8-4f63-8ece-37fcc22794e6,MADE,2022-09-16 22:53:09
4812473968,287978b3-4d91-42ee-94d1-a9842bb29f03,MADE,2020-12-06 04:03:51
6524676336,6e4bbc10-56fd-4fdf-807a-eebb99094545,MADE,2022-12-26 08:37:53
6524676336,2864ab99-5083-4ea9-bbcd-91d8573a91df,MADE,2022-03-25 02:59:54
6078809607,da199020-1328-4c43-8cf0-5aec459cf03a,MADE,2022-06-01 23:45:38
6078809607,53a3a0ad-94cd-4c74-882c-59c253f8c887,MADE,2022-10-27 20:54:06
6078809607,ac5e5c26-04c9-4e28-b006-ee43d3cf284b,MADE,2019-09-12 16:45:49
6078809607,432b0be0-4f2e-4756-bd09-36ecd8bd6e5d,MADE,2020-01-31 16:26:06
6078809607,53599713-bbc7-4689-aa68-f297c9532413,MADE,2021-12-15 15:15:56
1615488037,6dd7c0ba-1d97-4f6e-ad81-45be4d2bbe00,MADE,2019-05-01 21:15:00
1339618959,dc7a9190-5dae-4754-8148-4721ff4df86c,MADE,2020-03-11 07:22:20
1339618959,37d85a66-81ac-4a19-b8a9-6659416bd998,MADE,2022-03-07 21:29:57
7681993929,1fc98ea0-e28e-4025-9bba-34dfedc9da76,MADE,2023-04-09 03:38:09
7681993929,3369a283-6681-48cb-b638-e869cd860ff2,MADE,2023-01-10 00:42:36
7681993929,9b49cbb4-060f-4666-bf7b-e8f47ebc8054,MADE,2022-03-02 07:39:01
2710049511,42423c56-90d6-4f19-b9d3-390d0de06f2b,MADE,2022-09-28 00:43:59
2710049511,13334cc6-bca9-424b-a681-81c1cc77b856,MADE,2022-11-02 05:47:16
2710049511,59cd1613-eec9-445c-9999-9c6307cbee87,MADE,2023-05-02 18:01:54
2476452554,56c47080-bace-4473-997f-c9f2eba2ad53,MADE,2023-05-10 17:44:32
8281849795,6ea36149-ef06-46a2-a900-d7ab4f00fd2d,MADE,2020-10-25 17:54:53
8281849795,6e668abb-ca94-4f42-b892-faa82e4f0b75,MADE,2019-11-12 22:07:25
8281849795,dd7feeb5-8f0e-4771-9639-f556d49d7706,MADE,2021-08-18 15:44:30
4008243718,a938587f-7f55-44fb-8021-1607cda60b00,MADE,2021-12-15 22:58:01
4008243718,0247d4b0-5d51-455a-9b14-9b6bea0dbbb5,MADE,2022-04-03 01:40:54
4008243718,ec7909e8-b1de-4ff6-8d20-3eb390787888,MADE,2022-03-26 05:01:16
4008243718,041d5454-7a45-493e-9bc9-11d6b74ada94,MADE,2023-02-25 12:22:37
7569025420,d139e9f8-bdb9-4fcf-841f-c3b90d711efb,MADE,2022-07-09 16:59:36
7569025420,e319a0f4-3948-4ce4-a8bf-ec9a82551f5d,MADE,2023-05-25 18:04:38
7569025420,bb0cc2ac-84bf-476a-ad89-3f963ee6b268,MADE,2022-02-17 13:01:06
7569025420,f0c2ffc6-62ea-4c1c-9cce-261b8fbd2e75,MADE,2022-10-02 09:03:15
7569025420,516669c9-605d-48a9-995a-c7f68b86d8ad,MADE,2023-03-13 03:38:35
2437666180,bb549159-0df6-4fb1-b228-9977f3f64fb2,MADE,2022-06-05 18:48:06
2437666180,0f26f26d-65c8-4b7a-8225-4c64d9ef384a,MADE,2023-03-22 12:10:16
2437666180,009c3e4f-ffcb-4fb7-9313-2d71f729a6c3,MADE,2023-07-29 06:50:36
2437666180,d55a1355-49f9-43f6-987a-630e4fdb1b4e,MADE,2022-08-06 16:24:48
2437666180,a9f5c5e4-23b8-4f48-a478-760ff621bad0,MADE,2022-02-02 20:21:45
3009493880,3fd0af71-697c-47fc-ba3c-3ae4ac5d00f7,MADE,2022-12-24 12:31:58
3009493880,ca28917b-4efc-40e4-a284-e5ec50c309a9,MADE,2023-03-26 21:00:39
4321169550,3e19fb00-f0a8-4536-8a0c-fbc906cbac6a,MADE,2020-10-03 17:11:35
4321169550,ec37e354-21dc-414d-bc33-084a80c146d9,MADE,2022-07-09 19:22:02
4321169550,af111afd-d85e-45e5-b9f4-1304014998f3,MADE,2021-12-28 22:12:27
6799480726,4b8dc967-92c0-4ee0-9b37-eb940ed0d15c,MADE,2022-08-28 13:07:45
6799480726,242eadeb-50d5-41e4-990d-1cafe72b4685,MADE,2023-04-22 19:43:55
6799480726,28154342-2bca-485d-b57d-ae867c6123a2,MADE,2022-02-28 13:09:17
3687459134,c19fe30a-e1a8-4237-a867-444f1a7e331b,MADE,2023-03-17 19:15:01
3687459134,8191fcb7-c64f-4a44-bdd4-43ed9e477c6c,MADE,2023-04-14 19:06:25
1938450886,91c23085-31ef-486c-825e-5a2dc5893ba4,MADE,2023-05-05 14:34:28
1938450886,72151b92-a284-4bd5-9d0c-0c1bc4f01cb2,MADE,2023-04-01 15:39:55
1938450886,96a1d710-7617-46ac-b4c8-98651401887e,MADE,2023-04-26 18:49:44
1938450886,c500d623-8646-4204-8ec9-4be0db8030b8,MADE,2023-04-19 07:13:11
4679804242,05a48343-48f2-4610-b282-b945e62b1a40,MADE,2020-08-22 02:32:37
4679804242,79bd7293-8b90-4e33-9d06-a3e7684f0015,MADE,2020-10-19 09:22:10
5308224603,2a0f0f1f-ee00-4015-95aa-0860ce875c2d,MADE,2022-10-20 10:36:29
5308224603,f00ff153-01b5-4de6-a2fc-7a1df6c15c28,MADE,2023-03-27 06:34:51
5055949139,df48a89d-aebc-4466-93ac-44b1c04b2257,MADE,2023-05-17 23:24:55
5055949139,9a372995-ef2f-44d4-addd-410b985a22dd,MADE,2022-12-08 09:16:47
5055949139,58e0126f-be51-4be6-93ed-dfce4ca49a4a,MADE,2017-05-28 05:42:36
5055949139,415d8a0f-ece3-4f25-9d81-8b5b4b75c1cf,MADE,2017-11-10 18:34:02
8096408826,2ec3d6a0-f717-4dfa-856a-8679a9f80db3,MADE,2023-05-22 02:23:12
8096408826,bd5df678-4aaf-46cf-b6a5-fa6768a192b1,MADE,2023-07-26 11:48:19
8096408826,4e725303-4034-465a-a2c9-a812ae9155d1,MADE,2023-08-16 21:37:04
8096408826,431d7af4-7779-4279-8d86-eff754efd45c,MADE,2023-08-03 10:35:41
2224545959,1a64a5d0-eaa8-424f-93c4-4ec6e32c28ed,MADE,2023-02-14 08:53:37
2224545959,e51e4f1e-fb4c-425f-aaf4-e2785fa3f7b2,MADE,2023-05-20 08:39:00
2224545959,cc1836bb-cdfc-427d-ba89-1af3812c677b,MADE,2023-04-29 15:45:54
2224545959,da849368-9e53-4735-a3e4-515f3dca2fbc,MADE,2022-12-11 16:10:37
2224545959,87b4cfbe-dc60-4c82-b2cd-5ce8acb914da,MADE,2023-02-20 03:58:50
8380941770,9c433bb7-e1ea-42ac-8d4d-e4aa8bba88df,MADE,2023-03-08 02:00:36
8380941770,4c8466d8-9fa6-4531-8b16-c1298f09b513,MADE,2023-02-22 15:15:47
8380941770,907a7b1d-bc06-4e70-bd80-44064bd22bc7,MADE,2022-10-28 18:51:40
8418256692,0256d6b9-1cd1-460c-8d7c-ff8db7638802,MADE,2023-01-14 21:57:47
8418256692,93fd1827-39e6-4d2b-b892-e75e3c4db504,MADE,2023-01-01 20:12:46
8418256692,7911d527-e74a-491e-acb3-c902db1eba02,MADE,2023-01-01 13:34:06
8418256692,eb72e6fa-b6b9-4cdb-881f-b24206da6aa8,MADE,2023-01-03 09:26:29
8418256692,5907aa22-2b51-4e63-9532-e79dff1b7bac,MADE,2023-01-12 16:50:30
6155938510,f39bb285-49f9-44e9-907e-c1d81855b403,MADE,2023-05-19 23:55:16
6155938510,b27874e5-8f67-43c1-bebd-c14b325166f8,MADE,2023-03-22 23:55:57
6155938510,3176abc4-8f35-43ca-a8d5-809e21e04f26,MADE,2023-03-14 15:10:54
6155938510,fc311664-d16f-47c7-9d5e-49f9f0f1bff2,MADE,2023-03-21 13:31:13
6155938510,a1a57096-f836-4b3e-afef-4bb10b587d60,MADE,2023-04-13 01:29:27
1762363937,e7ca1c36-a178-464d-9235-d458e67a0117,MADE,2022-12-14 07:15:43
5092926949,b5045941-c4e2-46ac-a85c-061f21cb6f83,MADE,2022-11-18 11:17:01
5092926949,f826688f-9f48-4c0a-b6b9-82164b068610,MADE,2022-11-17 21:58:18
5092926949,6bb06108-9b1d-4ed7-9ca2-24bf5662bd8a,MADE,2023-02-13 19:42:50
1565712773,9a1f29c7-12e7-4bfa-82f7-6dcf5eadee37,MADE,2021-12-24 12:33:38
1565712773,adecc29d-9dd9-48e5-836b-31439da81c63,MADE,2023-04-27 06:07:42
1565712773,97ad9c45-3949-49fa-a5e1-a2eb2c984af9,MADE,2022-04-02 18:10:50
1565712773,c1cd4567-1843-43b1-aebd-eb3c32166c29,MADE,2022-08-28 22:59:54
3213860130,faa195ee-9624-4315-807a-e932c42bb363,MADE,2023-04-26 12:25:25
3213860130,2b26f28a-ac12-4259-bbcc-1c13ba476f47,MADE,2023-03-23 16:29:19
3213860130,752823c1-8925-41db-9a50-ed242d5c967b,MADE,2023-02-15 18:46:09
9211490882,1431230f-2f1f-4aba-a89d-1923c6ad7364,MADE,2023-04-08 20:32:43
9211490882,17798bd8-2c3c-4ca5-88e0-d2ea370b2b00,MADE,2023-03-17 04:24:04
2763516595,99f4e5d0-fe0d-4f13-a417-75d78547a81d,MADE,2022-10-17 02:47:44
2763516595,671dcf96-d59e-48b1-989c-56c5bd3d190c,MADE,2022-10-11 03:35:45
2763516595,08c5a11b-bdc8-4fd6-b73a-81d776647dde,MADE,2022-11-09 20:18:54
5784787925,af4b37f4-c42c-4954-bf3c-7c183f29ab44,MADE,2023-02-18 06:44:23
5784787925,cb769aca-1256-4de4-9f43-3e7e209b1cb8,MADE,2023-04-22 22:02:49
7220026288,d73032bf-9c0a-4552-9465-93c16e2a7785,MADE,2023-05-20 15:44:13
7220026288,b0e4ab30-2d1a-4e63-9b2a-5ba31e4a5cc6,MADE,2023-05-02 15:01:06
7220026288,c21d56ea-dabc-4936-ae7e-b7e12e4ceafd,MADE,2023-04-20 08:04:53
7220026288,d702ec39-ae84-4ee0-b93f-6e22d4ad0177,MADE,2023-05-04 18:27:37
7220026288,0d5ae3c7-70b2-4b68-bd5b-c53a1e10a9da,MADE,2023-05-23 11:54:35
9873890847,ecdb245e-3e66-46de-924d-d297e41510e6,MADE,2021-07-08 20:24:21
9873890847,b76e4064-649d-4b5b-a0f6-3c52fb3697b3,MADE,2018-02-20 01:34:13
2257949883,541fe508-5d4a-4deb-8548-64853c24d179,MADE,2022-08-27 15:22:26
2257949883,016c4ff6-df70-499f-a101-89ef22a37cae,MADE,2020-12-30 19:37:27
2257949883,586312da-d305-4e73-b13a-910815085bc9,MADE,2020-04-15 05:34:46
2257949883,35ef386f-cd9f-441b-8600-725d33b70435,MADE,2022-03-10 00:31:21
2257949883,faf91128-e0b6-45dc-a62d-32de95871a9f,MADE,2022-10-19 00:39:26
3740022956,a8a3b835-403b-4f9b-a007-f5c6cbf8d83e,MADE,2023-02-17 13:24:56
363187134,a96848d5-6fb1-4183-bedf-2258dc6c226c,MADE,2022-09-26 01:57:37
363187134,03f57cf1-d19f-49f6-bdb2-a8780b218918,MADE,2022-10-01 03:38:06
363187134,ad13ac5b-ef62-4c68-b3a1-396cd53da515,MADE,2022-11-04 21:35:10
8553201651,87bae5b1-e7bb-4857-95bb-f648616fc904,MADE,2019-08-29 12:20:35
8553201651,8c8c82d8-5e8e-489c-887e-aec39b6255fa,MADE,2018-01-23 15:12:40
8553201651,7017d4bd-7fc4-4974-a907-dfc59f479d2e,MADE,2023-03-30 04:58:20
8553201651,248a9de8-a59b-435d-936e-f1e097d1c0a7,MADE,2019-04-02 23:10:06
8553201651,b27b3368-4dd1-40ef-ac80-2773805386d0,MADE,2016-03-06 10:41:46
4063048287,d21f8cac-0d2f-48c0-b4b8-56fa53fa0acd,MADE,2022-04-06 12:12:14
8871334219,bb994e25-8e13-4a7f-85a4-d4db9eb5fc39,MADE,2023-05-21 12:12:58
8871334219,27899b9d-be42-4e85-a92d-bf65dbb6f5b7,MADE,2023-05-10 01:18:37
8871334219,9cb4a645-b917-454d-b95c-e288c22340e5,MADE,2023-05-26 13:12:08
8871334219,955903c3-20d0-491a-8425-2b16baf31f45,MADE,2023-05-20 18:43:09
1371095982,3fa9a7da-2606-4b69-bbed-f52b5c9b51b3,MADE,2023-05-27 15:46:50
1371095982,7a5c9654-30b8-467f-b20c-9d4abe216dd9,MADE,2023-05-25 19:24:59
1371095982,b339df12-34d9-42ae-8c5b-2299f1c29459,MADE,2023-05-28 09:25:20
1371095982,1ac4784c-14e1-4922-848d-6331953cdb28,MADE,2023-05-28 12:09:42
1371095982,0019d5b8-703d-4963-b283-e0dfca64122d,MADE,2023-05-25 00:06:36
6821010313,6accff58-2d23-4c79-83e3-501c64d54a3f,MADE,2023-05-27 11:15:04
6821010313,b368a61c-02dd-46c2-8f95-72350a274c9b,MADE,2023-06-04 11:22:41
6821010313,c33fdb8a-bf66-40c8-940c-1d86cd7527ce,MADE,2023-06-12 18:51:50
619921859,6048809e-9872-49a3-bb0a-a05926069b41,MADE,2022-04-24 18:12:56
619921859,522d2482-7b31-4b6b-84c5-1788ba228303,MADE,2022-12-27 01:11:23
