:START_ID,:END_ID,:TYPE,date
5370044172,fc946d15-79d7-4022-bb41-56e9e5628b2e,MADE,
6252267356,2ed4eb32-5a53-4953-a3d6-7b1b65f0bc8d,MADE,
6252267356,53f27988-40cd-45bd-bf42-ae5c677bf69c,MADE,2023-05-14 20:37:56
8747696941,f3d93da0-1b0f-442c-9266-00d21669dc71,MADE,
8747696941,609fbc15-3e7d-4e81-827b-0f4ee25334b3,MADE,
9244644462,d8ef7704-d1d0-43fd-8c89-a4f9c2337c49,MADE,2023-10-12 16:44:25
3765352321,b6bd2ffc-7e6e-4505-9eb7-e0103f585736,MADE,2023-01-30 10:59:18
3627306274,4acee97a-99c1-4d1a-af01-77fe4dba4d82,MADE,2023-04-19 12:50:29
3627306274,4c867497-4cb0-43a0-bb4f-f30d643f33cf,MADE,2023-05-04 16:34:00
7724001704,4225a8ed-1f75-4e33-a488-a26f06caf48e,MADE,2023-10-15 17:58:13
7724001704,07641422-5d29-457e-8807-310f451437eb,MADE,
7733052996,967fd7a9-0992-4e36-8d66-5672e0b5da23,MADE,2023-03-27 19:29:27
7733052996,b38bfc08-513c-4d0f-a414-3a8ec3b47738,MADE,2023-03-25 23:35:36
4190535595,136c71c9-350b-47f6-aebe-b04b3885cd07,MADE,2020-10-03 19:32:01
4190535595,31da82a6-1d8b-4c78-9d68-b5cdf0dc4847,MADE,2021-02-08 13:31:28
7922794582,b1305f5b-d35b-4b4c-8fdf-a0743525ad4c,MADE,2018-10-06 05:36:17
3742328855,b8de63a1-923f-403a-9113-a5b28f762321,MADE,2022-12-04 18:18:10
3742328855,15367ac4-ae64-422a-bf26-72f4decffc25,MADE,2022-03-03 00:35:34
7768414466,9c74b33b-090c-44c6-8605-c03d1e7c2b2a,MADE,2023-04-07 02:27:35
7768414466,116e309d-4ce8-4ea7-84bb-17e68a375308,MADE,2023-03-10 20:16:10
7768414466,0eab6b27-0c4e-4f6a-a36c-7d5d7f65168c,MADE,2023-02-27 07:52:52
2633541057,a3366eee-b316-4bef-be76-1ee89aacc80e,MADE,2023-05-05 09:34:26
2633541057,83464941-64a6-4d61-938a-1abc056a12d6,MADE,
2633541057,e2c0e452-5fb6-4f24-b132-c10d286884f7,MADE,2023-05-18 07:42:24
3466708776,7b79b453-220b-4235-ade3-ebd96eeff907,MADE,
6432585091,85311f57-cb04-4877-8e25-0e802ba9e63e,MADE,2018-07-20 15:04:40
6432585091,a724b449-6656-4b1f-b000-bb41d7d22106,MADE,2017-07-23 13:48:00
6432585091,2d63af26-0864-4e40-8df7-1bb5308b3b03,MADE,2018-03-09 03:42:51
4507225597,edec0184-c309-4e7c-a7cd-cc58d42f81b4,MADE,2022-06-18 20:08:20
4507225597,2d7b6e40-2e87-4368-964b-8e702abcce07,MADE,2020-12-03 08:18:58
3450676380,3a13481e-06cf-4fa4-9c5f-1a8fc6d6c417,MADE,2022-12-13 16:45:25
3450676380,c16f9af7-ac7b-4925-a196-5b71c13e91c8,MADE,2022-10-02 22:30:41
3450676380,b183c051-b503-4e45-a4d8-e0b6478fe35d,MADE,2022-04-26 07:52:18
7887410436,750d8647-b730-41ab-ac20-4db703531978,MADE,
7887410436,e876fe8d-35e7-4a2b-ade4-d14291ae36f2,MADE,2023-06-26 19:44:31
436175790,0c31f0d2-0114-4254-856d-d0fb2e6bfcf9,MADE,
436175790,f5251c35-9b0c-4617-b064-9d59b8e54773,MADE,2022-11-20 01:15:54
436175790,34f25b59-8495-427a-bcd1-c266901baa0d,MADE,2023-04-01 03:14:55
5497855464,6dfc4d4f-ecae-4988-8211-ce8c30f14425,MADE,
5497855464,6b5c8eb9-e416-492b-a905-cb75a332175d,MADE,
5497855464,55079939-61e6-4943-a252-bdd817cbc43d,MADE,2023-05-17 00:16:23
4004642511,bebe511a-3ce6-4435-978c-498b487c3f81,MADE,
4004642511,e80febcd-2569-4dc8-a22f-2a6200e9edfd,MADE,2023-05-14 03:22:30
4004642511,b5f1df62-deff-49d1-a920-97de43d34d0c,MADE,2023-05-29 07:20:53
